time,U,V
285306,6.394018,6.678604
285312,5.8759403,7.80107
285318,6.2064543,6.005473
285324,5.119939,6.0449514
285330,4.4076815,5.2474194
285336,4.860198,5.2208586
285342,4.3514633,3.6948223
285348,2.766451,3.2441053
285354,1.2644784,2.528718
285360,1.421119,3.2007627
285366,0.75825596,0.6153076
285372,-1.1622782,1.1967964
285378,-1.3006926,1.8716011
285384,-1.1769409,1.1665535
285390,-2.0627117,-0.7067643
285396,-2.5060587,-0.6827792
285402,-2.1679745,-1.3472481
285408,-2.143036,-1.1495667
285414,-1.243701,-0.8990214
285420,-2.2174778,-0.19840312
285426,-2.1138868,1.4412451
285432,-2.7982712,1.1157913
285438,-2.8907223,0.7995728
285444,-5.6247835,0.2703038
285450,-8.055368,-0.676281
285456,-9.062291,0.8320588
285462,-8.500478,-2.5560837
285468,-11.622678,-2.0848236
285474,-11.833714,-1.880682
285480,-12.116408,-1.6434813
285486,-12.731549,-2.4564857
285492,-14.756892,-1.0088053
285498,-13.855506,0.9001375
285504,-10.281097,4.952156
285510,-7.7257853,4.1069756
285516,-6.1837797,6.465087
285522,-2.4200583,4.984106
285528,-2.2626505,4.768608
285534,-0.5034437,3.2264605
285540,-1.0351238,2.999377
285546,-1.9989882,2.8289032
285552,-2.2928915,3.9592524
285558,-0.7526935,2.7608263
285564,-1.5005236,3.1174965
285570,0.48478776,1.7483358
285576,-0.11608827,1.5378779
285582,-1.8353424,0.004066467
285588,-2.2855597,0.642858
285594,-2.5313091,-1.6457052
285600,-3.543212,-1.1021395
285606,-4.033044,-0.18068099
285612,-4.136015,0.9317016
285618,-2.5527582,-0.5838642
285624,-2.8438168,-1.4252853
285630,-3.9641829,-1.6782618
285636,-2.342186,0.8401457
285642,0.6720838,-0.6949091
285648,1.9395704,-2.8636675
285654,3.6165886,-2.9562302
285660,4.7391224,-1.996872
285666,6.428115,-1.112093
285672,6.2391663,-0.359869
285678,7.2411776,-0.30338478
285684,6.168762,0.7450285
285690,7.473793,1.5586271
285696,8.188817,1.4387836
285702,7.4997587,-0.004555702
285708,6.5106735,1.5315857
285714,6.712059,3.302991
285720,6.85289,3.246469
285726,6.466549,4.790823
285732,6.5450735,5.0660095
285738,4.7952538,7.6418715
285744,4.3800306,7.548072
285750,4.5379963,5.7701254
285756,3.8625498,5.714615
285762,4.1375513,6.730006
285768,2.910386,5.564334
285774,4.552577,6.15349
285780,3.4816275,6.757122
285786,2.6242018,6.871127
285792,1.9435701,7.016473
285798,2.5566835,5.9316063
285804,1.111247,4.8147345
285810,0.35097677,5.7340803
285816,-0.95538044,4.476923
285822,-0.5274811,2.5123873
285828,-2.967473,1.4860067
285834,-2.9392042,1.1780882
285840,-2.970955,1.9160767
285846,-2.055461,0.14128816
285852,-3.4888763,0.27778733
285858,-5.4326982,1.3790483
285864,-3.9684525,2.5912552
285870,-1.9949932,1.1718636
285876,-5.10715,1.1041822
285882,-3.8210268,1.79741
285888,-3.2170143,2.0788908
285894,-3.224638,1.2919521
285900,-4.9245806,3.1327887
285906,-5.156522,1.7063789
285912,-5.273554,3.9426441
285918,-4.256016,2.538412
285924,-5.270256,2.7856798
285930,-4.275996,3.2025442
285936,-2.3764477,3.944065
285942,-1.8240957,2.5558481
285948,-1.9157095,2.6819515
285954,-3.5355816,3.437581
285960,-2.8821363,2.9371777
285966,-2.370203,1.4814043
285972,-3.42805,2.4318876
285978,-3.541359,2.3618994
285984,-3.1924114,0.7972843
285990,-4.1663914,-0.94031125
285996,-6.289283,0.18258709
286002,-3.8445158,0.6090323
286008,-5.015362,-0.5393307
286014,-7.02798,-0.9286573
286020,-7.567499,-0.21356809
286026,-7.716316,-0.032785416
286032,-6.7554903,0.88465357
286038,-6.916872,-1.3346767
286044,-6.9433775,0.11446762
286050,-6.871072,-0.70792294
286056,-6.053548,-1.1677322
286062,-6.9256334,-0.22985297
286068,-6.781683,0.7868303
286074,-5.5013657,-0.06675148
286080,-4.18077,-0.7497518
286086,-4.8234634,-0.24528074
286092,-4.896845,-0.41351968
286098,-5.7073183,0.5473406
286104,-4.3113594,0.82928026
286110,-3.8357553,0.5299927
286116,-4.5605803,-0.1674859
286122,-2.9875126,1.82022
286128,-1.6064911,1.0507917
286134,-1.3641863,-0.5772399
286140,-2.0307522,-0.62607694
286146,-1.6792603,-0.6354904
286152,-1.7454863,-2.341817
286158,-2.8390608,-3.3672657
286164,-2.621417,-3.4952374
286170,-3.613103,-5.6592817
286176,-3.2906818,-5.699353
286182,-2.2705193,-7.343871
286188,-3.73872,-6.753748
286194,-5.5210733,-7.3092327
286200,-4.2814846,-7.8659496
286206,-5.0505953,-8.308549
286212,-5.8340416,-7.7966986
286218,-7.890005,-9.35072
286224,-4.0659113,-10.555221
286230,-5.001338,-12.495869
286236,-0.16085815,-11.428208
286242,7.074313,-11.883488
286248,16.4295,-7.8280497
286254,15.82538,-0.43540668
286260,15.556412,0.21625042
286266,12.291925,4.4330883
286272,11.743871,6.6433754
286278,12.550621,4.449587
286284,11.971946,5.8232336
286290,9.67773,6.4985676
286296,9.485615,7.668419
286302,12.201404,5.421983
286308,9.647911,5.526826
286314,8.132419,7.3575897
286320,7.146263,8.628996
286326,9.159212,8.196721
286332,9.369251,5.8295307
286338,5.6241674,5.8755417
286344,4.2374287,7.1669397
286350,6.0700464,6.471939
286356,5.464799,6.570554
286362,4.882884,6.6812115
286368,5.026288,6.7890778
286374,5.01194,5.9211226
286380,3.6453552,3.2246828
286386,4.1387577,4.570506
286392,3.3045273,3.5965023
286398,2.4119015,1.6881096
286404,0.49883687,0.26039374
286410,1.9740334,1.624074
286416,2.5047865,-0.1846714
286422,-1.173212,-1.6005421
286428,-1.9985037,-0.2708168
286434,-1.3530788,0.34540796
286440,-1.705739,0.09875041
286446,-1.6628208,-0.35377508
286452,-1.7607565,0.32008642
286458,-2.2876167,1.9385633
286464,-0.64188576,2.3125672
286470,-1.1647387,0.32081723
286476,-2.7704697,1.0412487
286482,-2.8035212,2.875764
286488,-2.789606,1.8389647
286494,-4.103524,0.22029173
286500,-5.83813,2.0320587
286506,-5.1268883,1.7107716
286512,-4.653324,1.6831276
286518,-5.8434134,-0.25982124
286524,-7.18365,1.3000983
286530,-6.4109974,1.3895031
286536,-5.8576803,1.1891935
286542,-6.3686304,-0.18034446
286548,-7.661069,0.6611638
286554,-6.241743,0.5041523
286560,-8.05266,1.091335
286566,-8.673424,0.5209884
286572,-8.905112,2.4128838
286578,-7.91901,1.738574
286584,-5.1250315,1.9095697
286590,-5.8261833,1.2693243
286596,-4.5883703,1.8024843
286602,-3.252532,-1.0691118
286608,-4.976881,-3.1254835
286614,-2.185833,-0.2922163
286620,0.3697157,-3.2088795
286626,-2.434328,-4.40374
286632,-1.4851542,-5.207741
286638,-0.66841984,-5.7936754
286644,1.5665674,-4.6338873
286650,-1.3332281,-5.8425465
286656,-0.33914375,-3.815525
286662,0.44836998,-5.2381306
286668,1.7054615,-4.0164385
286674,-0.6140232,-6.870344
286680,-1.9372997,-4.4270315
286686,1.5128479,-1.6061954
286692,3.705266,-0.26184368
286698,3.2455988,0.48225784
286704,2.2070026,2.3201156
286710,3.7384415,4.7724724
286716,4.5043917,4.64363
286722,6.0744324,2.998771
286728,5.5690727,4.617635
286734,5.3061085,2.213581
286740,3.9899273,2.396616
286746,3.6474228,0.030115128
286752,1.7623014,0.21077824
286758,3.359703,1.5254261
286764,2.6406412,0.87155193
286770,1.9045362,1.3496737
286776,0.90818024,1.582814
286782,1.3091202,2.0256317
286788,-1.1539421,1.5238204
286794,-3.3212872,3.096202
286800,-3.5748606,1.6969366
286806,-3.8655167,1.4653158
286812,-4.5718727,0.90574265
286818,-4.4417915,-0.31082535
286824,-6.64223,-1.1171007
286830,-6.4928646,-1.5466938
286836,-8.0604515,-0.76140785
286842,-5.332019,0.4957943
286848,-7.0908976,-0.92542744
286854,-7.9160337,-0.46244526
286860,-9.310433,-0.21525002
286866,-8.471448,-1.4763107
286872,-9.688284,-1.0895939
286878,-10.579445,-1.416913
286884,-9.311236,-1.4254799
286890,-8.4257765,-1.8683243
286896,-8.928708,-1.8256559
286902,-6.4563284,2.4975133
286908,-4.159666,3.7097597
286914,-4.247362,1.7524042
286920,-5.693018,0.8887343
286926,-7.2228556,0.96597403
286932,-6.541177,0.5966797
286938,-7.836008,-3.5572653
286944,-9.06655,-4.8979015
286950,-9.695414,-6.5730934
286956,-9.773097,-8.234294
286962,-12.495906,-9.826226
286968,-13.863272,-10.168527
286974,-15.976746,-8.953625
286980,-17.51471,-3.6368265
286986,-16.97432,1.2912378
286992,-14.152982,4.960821
286998,-8.252272,5.487011
287004,-7.8733797,8.538564
287010,-2.731039,10.388148
287016,-3.6066246,6.930417
287022,-1.7881708,5.1412888
287028,-2.6016798,2.9471884
287034,-1.8236971,2.5929353
287040,-3.8867693,-0.07896328
287046,-3.439578,-0.8608637
287052,-5.6683664,-4.011283
287058,-8.18652,-6.7349634
287064,-9.015376,-8.738708
287070,-11.724196,-8.823261
287076,-13.037739,-11.050399
287082,-13.165829,-7.0350323
287088,-13.757633,1.6372652
287094,-13.779275,2.307953
287100,-12.869451,3.2367954
287106,-6.7310896,2.633399
287112,-5.51703,2.9699767
287118,-3.4696035,0.8096757
287124,-2.2221537,0.048838794
287130,-1.3584805,-4.852702
287136,-4.754614,-3.4218378
287142,-2.9292364,-1.6628094
287148,-3.2150202,-0.90093994
287154,-1.4376097,-1.2776918
287160,-3.5019197,-0.2978716
287166,-3.1131,-1.3018484
287172,-5.6297503,-1.8108349
287178,-5.563938,-2.7825346
287184,-6.3341,-4.3621883
287190,-8.226631,-3.4928236
287196,-8.838261,-3.080513
287202,-8.57129,-3.6532688
287208,-8.209573,-2.8433352
287214,-9.332208,-5.0694695
287220,-9.5462475,-6.391205
287226,-10.258852,-6.6130095
287232,-8.115262,-2.9944992
287238,-10.391414,-4.112829
287244,-9.766893,-3.9550333
287250,-10.417902,-1.0495033
287256,-9.41054,4.766018
287262,-9.975175,1.3394709
287268,-11.203027,3.0376692
287274,-6.914955,5.5431395
287280,-4.3370447,2.7108698
287286,-2.370862,2.9517574
287292,-4.2342787,1.6522837
287298,-5.2180414,1.3211889
287304,-4.8130884,1.5883584
287310,-5.6393147,1.39839
287316,-6.010846,1.9674463
287322,-7.5570908,1.8337538
287328,-7.6335964,0.29723227
287334,-6.444662,-0.58434296
287340,-8.738805,-0.6085249
287346,-8.397591,0.6078996
287352,-8.467,-0.124269545
287358,-7.627014,0.008431613
287364,-8.095946,0.30525243
287370,-6.4013367,1.0959189
287376,-4.816205,3.2707615
287382,-0.88398457,3.647709
287388,-3.1056385,3.9078588
287394,-0.7401438,0.48989964
287400,0.6829939,2.7432742
287406,1.8638724,3.422646
287412,-1.0579376,-0.7426815
287418,-1.4693832,-1.3223286
287424,-2.9147644,0.047566712
287430,-2.4224472,-0.19295883
287436,-3.4522943,-1.6345377
287442,-5.013261,-4.43034
287448,-8.149114,-5.5249987
287454,-5.553256,-4.7074614
287460,-5.5468245,-5.741577
287466,-5.3002396,-7.023712
287472,-7.279769,-7.6128807
287478,-7.6574154,-7.513734
287484,-8.563092,-7.5577784
287490,-8.637272,-8.346891
287496,-10.176357,-8.131586
287502,-9.701289,-8.336265
287508,-10.705194,-6.0784874
287514,-8.095786,-6.6570187
287520,-6.9530497,-6.519127
287526,-5.927267,-4.5792694
287532,-4.5114717,-6.240588
287538,-4.695155,-4.715886
287544,-4.801488,-3.8315144
287550,-4.7361946,-4.330246
287556,-4.9896317,-3.4689922
287562,-5.025159,-3.8106089
287568,-4.9599457,-4.1297626
287574,-6.4150057,-3.8256273
287580,-8.331178,-3.23639
287586,-8.586266,-4.311739
287592,-8.171888,-2.7537565
287598,-7.1540155,-2.9857006
287604,-7.3427696,-3.1663418
287610,-6.211231,-3.732956
287616,-6.6441307,-2.7658882
287622,-5.0984735,-2.7672977
287628,-5.4880333,-3.754012
287634,-6.5350847,-4.687333
287640,-7.423832,-4.2686815
287646,-8.688401,-4.947298
287652,-8.441326,-6.266382
287658,-8.9357605,-7.957966
287664,-8.911292,-7.9696693
287670,-8.159884,-7.9756403
287676,-8.746497,-6.8234663
287682,-9.055721,-6.944354
287688,-7.1417,-6.8795357
287694,-7.486126,-6.5972605
287700,-6.9334726,-6.6035957
287706,-8.155683,-6.0196276
287712,-8.235857,-6.2558546
287718,-8.268303,-5.9321127
287724,-7.329891,-6.2852707
287730,-9.850863,-6.0909853
287736,-8.570354,-4.981468
287742,-7.663746,-6.489975
287748,-8.939472,-6.064144
287754,-9.213184,-6.4035616
287760,-9.214772,-7.0759134
287766,-8.401635,-7.375989
287772,-8.9751835,-7.0894747
287778,-9.764141,-6.5958652
287784,-10.112205,-6.513644
287790,-9.174603,-7.4180994
287796,-9.048783,-6.858098
287802,-7.3444424,-7.2941284
287808,-6.571497,-7.05445
287814,-8.077891,-7.19569
287820,-8.203445,-5.6531334
287826,-9.191169,-3.8737764
287832,-9.3254175,-3.771387
287838,-9.351063,-1.5524435
287844,-8.949533,-2.38385
287850,-8.778157,-2.2295513
287856,-8.220715,-2.5764713
287862,-7.064602,-2.8614197
287868,-8.153501,-3.0612745
287874,-9.419343,-1.9164028
287880,-9.518609,-0.88586044
287886,-8.032856,-1.1153746
287892,-9.142034,-1.746192
287898,-9.736774,-0.54453564
287904,-8.75909,-1.9964552
287910,-8.52578,-2.4034414
287916,-8.959024,-1.8111191
287922,-7.026783,-3.9618683
287928,-7.7914543,-4.7563267
287934,-10.44399,-1.4032907
287940,-12.060276,1.9000173
287946,-9.480641,2.4460306
287952,-9.211774,2.7585545
287958,-6.3532314,3.3012452
287964,-1.4592896,-3.8915024
287970,-7.9774284,-2.6902924
287976,-8.690452,0.6832285
287982,-4.096349,3.38935
287988,-1.5439072,1.6240063
287994,-0.8419056,1.5177097
288000,0.29446316,4.2415648
288006,2.7830677,3.9754848
288012,2.0121956,5.3797684
288018,3.3478708,2.0375395
288024,3.0228376,8.070908
288030,3.6551952,5.3669615
288036,3.4891586,4.518054
288042,-1.1117449,2.423399
288048,-5.3626337,3.618281
288054,-3.1453476,1.0629282
288060,-2.3324862,1.7380428
288066,-1.5508766,1.1847897
288072,-0.19015694,3.759863
288078,-1.1539965,-0.04817319
288084,-4.160969,-1.3245058
288090,-5.305793,1.0054436
288096,-4.9159327,-0.19380856
288102,-5.9304056,-0.6703205
288108,-6.4840918,-1.0720596
288114,-6.5069036,-3.0284548
288120,-8.088689,-4.1341486
288126,-8.325683,-6.037904
288132,-9.685592,-4.487502
288138,-9.421675,-6.1161146
288144,-8.107989,-7.490552
288150,-9.598571,-4.594041
288156,-6.3667965,-3.8576784
288162,-11.587496,-3.2123146
288168,-11.504647,-1.2841702
288174,-12.351126,-3.6122398
288180,-11.367622,-1.7957907
288186,-9.272548,-0.28400898
288192,-9.912471,1.2032773
288198,-8.176421,4.556637
288204,-7.6486263,5.229293
288210,-6.0130453,3.7198162
288216,-3.1074686,4.640579
288222,-1.8909378,3.6707325
288228,-2.1577759,2.7008047
288234,1.1672497,-0.62012184
288240,0.2079528,-1.7247162
288246,-1.7759008,-0.75037
288252,-2.1290674,-2.5891047
288258,-0.39737308,-4.6901865
288264,-3.1472063,-4.8180285
288270,-11.85441,-8.068572
288276,-13.314172,-7.1835794
288282,-12.766603,-8.101537
288288,-13.251734,-7.764018
288294,-13.756482,-6.8976746
288300,-13.201711,-5.798148
288306,-12.872357,-5.182703
288312,-11.604268,-4.5512257
288318,-10.408478,-4.085659
288324,-11.02378,-4.2129135
288330,-9.262763,-6.279542
288336,-8.568374,-4.487851
288342,-8.087616,-5.6316032
288348,-9.270265,-5.6851587
288354,-11.920412,-6.809273
288360,-12.426207,-8.692198
288366,-13.110123,-7.7572556
288372,-13.455165,-6.834653
288378,-12.670044,-6.970484
288384,-12.884959,-6.072505
288390,-12.103719,-7.5687428
288396,-12.865058,-5.5070047
288402,-11.896765,-5.9345703
288408,-11.174003,-4.3616476
288414,-8.900365,-6.1325645
288420,-7.227338,-9.017788
288426,-8.0249815,-8.743981
288432,-6.603753,-7.38457
288438,-9.12958,-8.336239
288444,-9.958813,-6.6196156
288450,-9.256042,-4.68752
288456,-7.1455393,-5.2445297
288462,-6.439663,-6.42451
288468,-6.302825,-4.735304
288474,-7.7574043,-4.6877365
288480,-4.7676125,-4.046707
288486,-5.002943,-5.690216
288492,-5.7766495,-4.0100746
288498,-4.4190865,-3.5702353
288504,-3.4346485,-6.3793964
288510,-3.1357775,-5.138316
288516,-4.181081,-4.7768536
288522,-1.678772,-4.8379517
288528,-2.0226154,-4.987068
288534,-7.563093,-9.596982
288540,-10.662811,-8.166147
288546,-10.5049305,-5.7898827
288552,-9.785251,-7.361107
288558,-4.270849,-10.249355
288564,-4.628808,-9.438263
288570,-2.3366861,-11.098618
288576,-8.080124,-9.096898
288582,-10.172453,-8.177635
288588,-12.010432,-7.1456766
288594,-13.085495,-7.595745
288600,-12.526687,-5.4263077
288606,-11.7866955,-6.382168
288612,-12.254265,-5.1637526
288618,-10.123022,-4.9782877
288624,-10.556907,-6.51447
288630,-8.9671955,-5.8225822
288636,-9.620006,-5.8536415
288642,-7.580883,-2.312438
288648,-7.3177843,-4.40127
288654,-8.662886,-1.845664
288660,-8.495643,-0.27839267
288666,-8.965011,-0.45383543
288672,-8.218141,-1.5997181
288678,-8.86866,0.21705157
288684,-8.76258,-0.5406084
288690,-7.3524866,-2.4429655
288696,-7.3012753,-2.7861643
288702,-6.423292,-3.0129118
288708,-12.142453,-6.835162
288714,-11.913305,-8.735381
288720,-11.389712,-11.633476
288726,-11.196696,-11.618047
288732,-11.916823,-10.572701
288738,-10.959639,-10.350474
288744,-11.393343,-12.098286
288750,-10.614417,-11.414786
288756,-10.257702,-11.078151
288762,-11.750258,-10.0000925
288768,-14.116587,-10.384625
288774,-11.811231,-10.582396
288780,-10.840775,-10.424893
288786,-9.471319,-9.754393
288792,-9.569001,-12.010913
288798,-7.4434032,-11.497083
288804,-8.064428,-11.385247
288810,-11.879184,-10.20135
288816,-10.149885,-8.021973
288822,-7.1782846,-8.12467
288828,-7.578355,-7.890257
288834,-8.043972,-5.4118385
288840,-7.038727,-5.6138983
288846,-8.40106,-7.290594
288852,-8.215369,-6.468528
288858,-8.118851,-6.361417
288864,-7.859214,-6.5277987
288870,-8.437803,-6.046524
288876,-7.944187,-8.242531
288882,-9.010833,-9.200463
288888,-9.066294,-10.812207
288894,-11.147883,-9.898201
288900,-11.564107,-9.561993
288906,-11.806012,-9.370251
288912,-10.661614,-9.679078
288918,-12.87424,-8.913459
288924,-12.369144,-7.8386707
288930,-11.77018,-7.421294
288936,-10.125193,-8.377448
288942,-9.322841,-8.318985
288948,-9.827018,-7.5823956
288954,-11.479826,-7.9201345
288960,-11.6876,-7.472601
288966,-11.085715,-7.4274874
288972,-12.20176,-5.759845
288978,-12.320099,-3.7534027
288984,-12.402983,-3.55894
288990,-12.046008,-5.374836
288996,-12.260531,-5.584214
289002,-11.580632,-4.386606
289008,-11.292355,-4.732978
289014,-8.410881,-6.1293983
289020,-7.712178,-6.4751244
289026,-6.8047667,-6.5588846
289032,-7.956505,-10.786243
289038,-9.305707,-9.249923
289044,-8.475302,-9.360544
289050,-8.971851,-8.201335
289056,-8.137919,-9.321971
289062,-7.247711,-8.154097
289068,-5.772955,-9.1010065
289074,-2.4931126,-9.498325
289080,-5.874975,-10.688523
289086,-9.348747,-8.451479
289092,-11.277426,-8.684257
289098,-12.539649,-8.280508
289104,-12.540865,-7.2361364
289110,-13.257143,-6.4955482
289116,-12.456412,-6.3958874
289122,-12.325428,-4.5754614
289128,-11.187816,-5.8862514
289134,-11.216335,-5.314824
289140,-11.894818,-5.269698
289146,-12.215304,-4.341181
289152,-11.528244,-3.7214108
289158,-11.906979,-3.7277498
289164,-11.253116,-2.7673063
289170,-9.673756,-3.8082838
289176,-9.11596,-4.2617846
289182,-10.694419,-4.607356
289188,-10.257332,-5.413679
289194,-9.442915,-2.5956717
289200,-8.575231,-3.6612282
289206,-10.971472,-3.0802336
289212,-10.1134405,-2.597227
289218,-9.486886,-2.8116713
289224,-8.237955,-3.6557026
289230,-8.470309,-5.882304
289236,-9.904176,-5.870343
289242,-8.992651,-4.73993
289248,-6.90514,-4.9945107
289254,-7.7856073,-6.717702
289260,-7.6245346,-6.756315
289266,-5.426218,-5.984129
289272,-5.7552834,-9.14013
289278,-7.3324194,-6.9312315
289284,-9.819051,-6.167962
289290,-9.83026,-5.73841
289296,-9.830348,-5.895503
289302,-10.079347,-4.601117
289308,-9.719857,-4.262603
289314,-9.482013,-3.387887
289320,-8.437093,-4.282488
289326,-8.466288,-2.9142714
289332,-8.980904,-3.3402634
289338,-7.4959936,-4.137705
289344,-6.4726505,-6.8043413
289350,-10.714646,-7.593622
289356,-11.854524,-7.3985023
289362,-11.715241,-6.59655
289368,-11.78191,-4.6221685
289374,-10.75025,-3.6176863
289380,-9.878927,-3.2845612
289386,-8.796636,-3.1771326
289392,-7.194665,-2.3788776
289398,-5.759094,-1.6103878
289404,-1.9696865,-7.7665005
289410,-2.1896954,-11.029933
289416,-7.091898,-11.077335
289422,-8.491285,-10.189445
289428,-7.8792915,-8.937626
289434,-8.727979,-8.025342
289440,-6.9404716,-7.49751
289446,-6.1358395,-7.1002636
289452,-5.0819197,-6.1934185
289458,-6.03662,-5.0592375
289464,-6.206319,-5.538492
289470,-8.380948,-6.7879887
289476,-8.683349,-6.12127
289482,-8.661805,-6.953451
289488,-8.251087,-6.6675634
289494,-9.939722,-5.643303
289500,-8.681844,-5.5308094
289506,-8.814102,-6.804248
289512,-9.987811,-7.4043884
289518,-10.802224,-7.947833
289524,-12.235939,-8.187933
289530,-12.604641,-6.6564417
289536,-12.010923,-4.912981
289542,-12.181128,-5.127948
289548,-11.528292,-3.8326788
289554,-10.282932,-2.668068
289560,-9.437762,-2.6168327
289566,-10.004901,-2.4373894
289572,-9.760809,-1.3931456
289578,-9.697908,-0.17892456
289584,-8.963878,2.1508207
289590,-7.887294,4.1300526
289596,-5.482481,4.5266914
289602,-1.8844242,4.6713896
289608,1.3857887,3.4108334
289614,4.686696,0.95573646
289620,3.5165148,0.07732105
289626,4.113105,-3.7782936
289632,1.7909412,-7.211424
289638,0.9175354,-9.291156
289644,-0.7312187,-5.527608
289650,-2.9513044,-1.8464556
289656,-5.6675835,-0.76925373
289662,-9.18759,-0.6643505
289668,-8.735627,-2.241356
289674,-9.147545,-2.453639
289680,-7.800106,-1.0707645
289686,-6.1455345,-3.153039
289692,-4.849703,-3.2890692
289698,-4.811364,-2.263442
289704,-3.3730268,-5.5916967
289710,-1.5715609,-6.587801
289716,-4.0081396,-6.269948
289722,-7.6252537,-4.6420736
289728,-8.236716,-4.986454
289734,-6.8602037,-4.1392803
289740,-7.9515085,-4.5066633
289746,-7.815816,-1.753128
289752,-7.335594,-0.6573875
289758,-5.2701483,0.579124
289764,-5.8518515,-1.0220242
289770,-7.079011,1.9136953
289776,-4.817586,-0.4429617
289782,-4.4347143,-1.0272379
289788,-4.7792587,-4.7432365
289794,-9.91101,-4.0980244
289800,-9.011034,-6.4966993
289806,-9.963112,-4.044511
289812,-8.123353,-5.3242464
289818,-8.674739,-3.0522146
289824,-5.9620895,-3.6697989
289830,-4.3992996,-2.4684591
289836,-2.459218,-4.688298
289842,0.18407947,-9.016212
289848,-0.6539717,-10.048729
289854,-7.460246,-5.902238
289860,-8.685723,-6.2694807
289866,-9.234208,-4.1348524
289872,-8.897423,-4.2762938
289878,-9.334883,-0.74810886
289884,-8.2631445,0.038250566
289890,-8.625745,2.7422333
289896,-7.9202166,2.0487208
289902,-5.7944813,3.5399141
289908,-4.4042053,1.6231985
289914,-3.614358,1.0969474
289920,-2.609148,-2.3009663
289926,-2.419632,-4.7997856
289932,-3.1494799,-3.6473303
289938,-4.400386,-1.9100657
289944,-1.7669172,-6.291333
289950,-3.2631512,-6.8651524
289956,-4.6920147,-6.6850414
289962,-6.135956,-4.616704
289968,-5.319435,-7.1680403
289974,-7.9605837,-5.9417086
289980,-6.0397367,-6.5710907
289986,-6.1938906,-7.039542
289992,-4.4405203,-8.559888
289998,-5.9039717,-6.651825
290004,-5.0417137,-5.9448004
290010,-5.850665,-4.3601274
290016,-4.857711,-4.200362
290022,-5.334072,-5.465102
290028,-4.752303,-3.895092
290034,-5.908658,-3.662983
290040,-5.1783934,-6.3587046
290046,-6.5092707,-7.312418
290052,-10.831836,-7.014965
290058,-11.291738,-5.9973497
290064,-10.032795,-4.7047157
290070,-8.889291,-3.5559988
290076,-6.5417404,-4.889906
290082,-7.1891823,-6.03339
290088,-7.8004856,-4.6092243
290094,-7.3863564,-1.0463333
290100,-6.434244,-0.5203031
290106,-6.4823494,1.1320844
290112,-6.091625,3.024932
290118,-4.334877,4.3607063
290124,-3.8447256,4.3595715
290130,-2.899331,4.913062
290136,-2.6763964,5.2925205
290142,2.7478132,4.157936
290148,2.7363796,1.6475697
290154,2.6817207,0.9899356
290160,4.529707,-2.336648
290166,3.6606312,-5.84132
290172,-5.02001,-6.50933
290178,-10.666506,-4.8504086
290184,-11.042546,-4.8848896
290190,-8.4726305,-4.215645
290196,-8.188018,-5.9512463
290202,-10.360109,-6.2850733
290208,-11.477928,-4.6782026
290214,-10.9701185,-1.1642208
290220,-9.745358,-1.0971489
290226,-9.606854,1.4929333
290232,-8.462168,0.32899326
290238,-8.190581,1.1062145
290244,-7.2082415,-0.019882321
290250,-6.784198,-0.42764282
290256,-6.338664,-3.6348667
290262,-8.276467,-4.272414
290268,-8.7100725,-2.7720575
290274,-10.350533,-2.03446
290280,-11.029252,0.16768456
290286,-11.695751,0.55699724
290292,-10.684338,1.6791248
290298,-10.530821,1.4464351
290304,-9.728771,0.6252451
290310,-9.743271,0.7990302
290316,-9.27969,2.1470823
290322,-8.920308,3.03222
290328,-7.2694464,3.3683233
290334,-7.281204,3.0013628
290340,-5.3883524,1.7092466
290346,-6.5783978,2.5438347
290352,-4.314822,1.9547119
290358,-1.9877348,-0.3994398
290364,-3.4911861,-1.5810375
290370,-1.9146357,-0.753644
290376,-0.80827713,-6.8701916
290382,-4.658252,-7.243126
290388,-7.678053,-6.804204
290394,-8.887006,-8.089767
290400,-8.595748,-9.135248
290406,-8.1475525,-8.867737
290412,-8.306279,-8.457352
290418,-10.6224785,-8.553314
290424,-10.7724085,-9.674829
290430,-12.445008,-7.3559275
290436,-12.75694,-6.8615046
290442,-12.225354,-7.1227093
290448,-10.969538,-6.458662
290454,-12.919158,-4.868081
290460,-12.390285,-5.033413
290466,-13.757675,-3.5946636
290472,-13.600452,-4.1789446
290478,-13.919018,-1.9825554
290484,-13.110218,-0.29399014
290490,-11.409072,-0.78434277
290496,-10.976128,-2.0295267
290502,-9.399939,-4.5210543
290508,-8.906338,-3.6875286
290514,-6.5962915,-3.276845
290520,-6.4409733,-1.1767578
290526,-2.6403532,-0.6902209
290532,-2.1075487,2.213499
290538,2.2047224,-0.89990807
290544,-0.9296663,-1.563714
290550,-1.0726261,-0.8867897
290556,-1.8701086,-1.3743925
290562,-2.3760347,-2.296646
290568,-3.496807,-2.8088121
290574,-1.2466507,-2.2979069
290580,-1.6800394,-3.9572315
290586,-3.4457235,-3.032547
290592,-2.2592764,-3.3568983
290598,-2.9906845,-0.7563915
290604,-0.8036781,-6.1009474
290610,-6.7785587,-4.7653284
290616,-8.183001,-5.101136
290622,-8.932784,-3.875986
290628,-9.258432,-4.7815905
290634,-10.769217,-5.2679424
290640,-10.197763,-5.059433
290646,-9.503174,-2.6702366
290652,-9.966323,-1.5445099
290658,-9.093491,1.357295
290664,-5.4497185,3.8410273
290670,1.8278263,0.5087013
290676,-2.0385141,-9.031621
290682,-5.475272,-3.431903
